#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SNAP91	9606.ENSP00000400459	Clathrin coat assembly protein AP180; Adaptins are components of the adapter complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration. Binding of AP180 to clathrin triskelia induces their assembly into 60- 70 nm coats (By similarity); Belongs to the PICALM/SNAP91 family.	https://smart.embl.de/smart/DDvec.cgi?smart=907:ENTH(20|145)+	91 kDa synaptosomal-associated protein,9892,A0A0A0MRM7,A8K0L7,AAC09352.1,AAH60818.1,AB014556,AF054993,AK289582,AL109915,AL136972,AP180,AP180_HUMAN,BAA31631.2,BAF82271.1,BC060818,CAB009745,CAH18201.1,CALM,CCDS47455,CCDS47455.1,CCDS56437,CCDS56437.1,CCDS56438,CCDS56438.1,CCDS87418,CCDS87418.1,CR749348,Clathrin coat assembly protein AP180,Clathrin coat-associated protein AP180,E5RFC6,E5RFU0,E5RGP8,E5RGY9,E5RHK9,E5RI02,E5RIJ5,E5RJY3,E5RK51,E5RK53,E9PDG8,ENSG00000065609,ENSP00000195649,ENSP00000358704,ENSP00000358705,ENSP00000358706,ENSP00000358707,ENSP00000358708,ENSP00000400459,ENSP00000403742,ENSP00000412492,ENSP00000413277,ENSP00000427959,ENSP00000428026,ENSP00000428127,ENSP00000428215,ENSP00000428511,ENSP00000428592,ENSP00000429429,ENSP00000429700,ENSP00000429776,ENSP00000429937,ENSP00000429950,ENSP00000430071,ENSP00000430255,ENSP00000430441,ENSP00000431055,ENST00000195649,ENST00000195649.10,ENST00000369690,ENST00000369690.6,ENST00000369691,ENST00000369691.5,ENST00000369692,ENST00000369693,ENST00000369694,ENST00000369694.6,ENST00000428679,ENST00000437520,ENST00000439399,ENST00000439399.6,ENST00000447888,ENST00000518309,ENST00000518309.6,ENST00000518312,ENST00000518312.5,ENST00000519133,ENST00000519133.1,ENST00000519779,ENST00000519779.5,ENST00000519825,ENST00000519825.5,ENST00000520213,ENST00000520213.5,ENST00000520302,ENST00000520302.5,ENST00000521485,ENST00000521485.5,ENST00000521616,ENST00000521616.5,ENST00000521743,ENST00000521743.5,ENST00000521931,ENST00000521931.5,ENST00000522248,ENST00000522248.5,ENST00000523199,ENST00000523199.1,ENST00000523448,ENST00000523448.5,ENST00000523484,ENST00000523484.6,ENST00000523585,ENST00000523585.5,ENST00000523780,ENST00000523780.1,H0YBT2,HGNC:14986,HPA029632,HPA029633,KF458213,KIAA0656,NM_001242792,NM_001242792.1,NM_001242793,NM_001242793.1,NM_001242794,NM_001242794.1,NM_001256717,NM_001256717.1,NM_001256718,NM_001256718.1,NM_001363677,NM_001363677.1,NM_014841,NM_014841.2,NP_001229721,NP_001229721.1,NP_001229722,NP_001229722.1,NP_001229723,NP_001229723.1,NP_001243646,NP_001243646.1,NP_001243647,NP_001243647.1,NP_001350606,NP_001350606.1,NP_055656,NP_055656.1,NX_O60641,O60641,OMIM:607923,OTTHUMG00000015114,Phosphoprotein F1-20,Q5JX13,Q68DL9,Q6P9D3,Q9NTY7,R-HSA-199991,R-HSA-5653656,R-HSA-8856825,R-HSA-8856828,SNAP91,SNAP91-201,SNAP91-202,SNAP91-203,SNAP91-204,SNAP91-205,SNAP91-206,SNAP91-207,SNAP91-208,SNAP91-209,SNAP91-210,SNAP91-211,SNAP91-212,SNAP91-213,SNAP91-214,SNAP91-215,SNAP91-216,SNAP91-217,SNAP91-218,SNAP91-219,SNAP91-220,SNAP91-221,SNAP91-222,Synaptosome associated protein 91,UPI0000124FB3,UPI000022C9A0,UPI0000D4A220,UPI0000D6972D,UPI0000E0A3AE,UPI0001E8F2F0,UPI0001E8F2F1,UPI0001E8F2F2,UPI0001E8F2F3,UPI0001E8F2F6,UPI0001E8F2F7,UPI00038BAFCB,UPI0003F47A3C,UPI0003F47B99,UPI0003F47FAA,URS0000D6E584,URS0000EAD010,URS0000EBFB2B,XM_005248770,XM_005248770.4,XM_005248770.5,XM_006715615,XM_006715615.1,XM_011536265,XM_011536265.1,XM_011536266,XM_011536266.1,XM_011536269,XM_011536269.1,XM_011536271,XM_011536271.1,XM_011536273,XM_011536273.3,XM_011536275,XM_011536275.2,XM_011536276,XM_011536276.3,XM_017011554,XM_017011554.1,XM_017011555,XM_017011555.1,XM_017011556,XM_017011556.1,XM_017011557,XM_017011557.2,XM_017011558,XM_017011558.1,XM_017011559,XM_017011559.1,XM_017011560,XM_017011560.2,XM_017011562,XM_017011562.2,XM_017011563,XM_017011563.2,XM_017011564,XM_017011564.2,XM_017011565,XM_017011565.2,XM_017011566,XM_017011566.2,XM_017011567,XM_017011567.1,XM_017011568,XM_017011568.2,XM_017011569,XM_017011569.2,XM_017011570,XM_017011570.2,XM_017011571,XM_017011571.2,XM_017011572,XM_017011572.2,XM_017011573,XM_017011573.2,XM_017011574,XM_017011574.2,XM_017011575,XM_017011575.1,XM_017011576,XM_017011576.1,XM_017011577,XM_017011577.1,XM_017011579,XM_017011579.2,XM_017011580,XM_017011580.2,XM_017011581,XM_017011581.2,XM_017011582,XM_017011582.2,XM_017011583,XM_017011583.1,XM_017011584,XM_017011584.2,XM_017011585,XM_017011585.2,XM_017011586,XM_017011586.1,XM_017011587,XM_017011587.1,XM_017011589,XM_017011589.2,XM_017011590,XM_017011590.2,XM_024446599,XM_024446599.1,XM_024446600,XM_024446600.1,XM_024446601,XM_024446601.1,XP_005248827,XP_005248827.1,XP_006715678,XP_006715678.1,XP_011534567,XP_011534567.1,XP_011534568,XP_011534568.1,XP_011534571,XP_011534571.1,XP_011534573,XP_011534573.1,XP_011534575,XP_011534575.1,XP_011534577,XP_011534577.1,XP_011534578,XP_011534578.1,XP_016867043,XP_016867043.1,XP_016867044,XP_016867044.1,XP_016867045,XP_016867045.1,XP_016867046,XP_016867046.1,XP_016867047,XP_016867047.1,XP_016867048,XP_016867048.1,XP_016867049,XP_016867049.1,XP_016867051,XP_016867051.1,XP_016867052,XP_016867052.1,XP_016867053,XP_016867053.1,XP_016867054,XP_016867054.1,XP_016867055,XP_016867055.1,XP_016867056,XP_016867056.1,XP_016867057,XP_016867057.1,XP_016867058,XP_016867058.1,XP_016867059,XP_016867059.1,XP_016867060,XP_016867060.1,XP_016867061,XP_016867061.1,XP_016867062,XP_016867062.1,XP_016867063,XP_016867063.1,XP_016867064,XP_016867064.1,XP_016867065,XP_016867065.1,XP_016867066,XP_016867066.1,XP_016867068,XP_016867068.1,XP_016867069,XP_016867069.1,XP_016867070,XP_016867070.1,XP_016867071,XP_016867071.1,XP_016867072,XP_016867072.1,XP_016867073,XP_016867073.1,XP_016867074,XP_016867074.1,XP_016867075,XP_016867075.1,XP_016867076,XP_016867076.1,XP_016867078,XP_016867078.1,XP_016867079,XP_016867079.1,XP_024302367,XP_024302367.1,XP_024302368,XP_024302368.1,XP_024302369,XP_024302369.1,hsa:9892,synaptosome associated protein 91,uc003pkc.4,uc063puv.1
SNCA	9606.ENSP00000500990	Alpha-synuclein; Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release. Participates as a monomer in synaptic vesicle exocytosis by enhancing vesicle priming, fusion and dilation of exocytotic fusion pores. Mechanistically, acts by increasing local Ca(2+) release from microdomains which is essential for the enhancement of ATP-induced exocytosis. Acts also as a molecular chaperone in its multimeric membrane-bound state, assisting in the folding of synaptic fusion components called SNAREs  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=140:Pfam_Synuclein(1|131)+	1XQ8,2JN5,2KKW,2M55,2N0A,2X6M,3Q25,3Q26,3Q27,3Q28,3Q29,4BXL,4R0U,4R0W,4RIK,4RIL,4ZNN,5CRW,6622,6A6B,6CT7,6CU7,6CU8,6FLT,6H6B,6OSJ,6OSL,6OSM,6PEO,6PES,6RT0,6RTB,A8K2A4,AAA16117.1,AAA98487.1,AAA98493.1,AAC02114.1,AAG30302.1,AAG30303.1,AAH13293.1,AAI08276.1,AAL15443.1,AAY88735.1,AC093759,AC097478,AC108208,AF163864,AFA25669.1,AFA25670.1,AFA25671.1,AFA25672.1,AFA25673.1,AFA25674.1,AFA25675.1,AFA25676.1,AFA25677.1,AFA25678.1,AFA25679.1,AK290169,AY049786,Alpha-synuclein,BAA06625.1,BAF82858.1,BC013293,BC108275,CAB010877,CAG33339.1,CCDS3634,CCDS3634.1,CCDS43252,CCDS43252.1,CH471057,CHEMBL6152,CR457058,D31839,D6RA31,DQ088379,E7EPV7,EAX06035.1,EAX06036.1,ENSG00000145335,ENSP00000273966,ENSP00000310389,ENSP00000317043,ENSP00000338345,ENSP00000343683,ENSP00000378437,ENSP00000378440,ENSP00000378442,ENSP00000396241,ENSP00000421485,ENSP00000422238,ENSP00000423445,ENSP00000426034,ENSP00000426955,ENSP00000479604,ENSP00000484044,ENSP00000500990,ENSP00000501102,ENSP00000501269,ENST00000273966,ENST00000312278,ENST00000316974,ENST00000336904,ENST00000336904.7,ENST00000345009,ENST00000345009.8,ENST00000394986,ENST00000394986.5,ENST00000394989,ENST00000394989.6,ENST00000394991,ENST00000394991.7,ENST00000420646,ENST00000420646.6,ENST00000502987,ENST00000502987.5,ENST00000505199,ENST00000505199.5,ENST00000506244,ENST00000506244.5,ENST00000506691,ENST00000506691.1,ENST00000508895,ENST00000508895.5,ENST00000611107,ENST00000611107.1,ENST00000618500,ENST00000618500.4,ENST00000673718,ENST00000673766,ENST00000673902,ENST00000674129,H6UYS0,H6UYS5,H6UYS7,HGNC:11138,HPA005459,JN709859,JN709860,JN709861,JN709862,JN709863,JN709864,JN709865,JN709866,JN709867,JN709868,JN709869,L08850,L36674,L36675,NACP,NM_000345,NM_000345.3,NM_000345.4,NM_001146054,NM_001146054.1,NM_001146054.2,NM_001146055,NM_001146055.1,NM_001146055.2,NM_007308,NM_007308.2,NP_000336,NP_000336.1,NP_001139526,NP_001139526.1,NP_001139527,NP_001139527.1,NP_009292,NP_009292.1,NX_P37840,Non-A beta component of AD amyloid,Non-A4 component of amyloid precursor,OMIM:163890,OTTHUMG00000130948,P37840,PARK1,PARK4,PD1,Q13701,Q4JHI3,Q6IAU6,R-HSA-392499,R-HSA-977225,SNCA,SNCA-201,SNCA-202,SNCA-203,SNCA-204,SNCA-205,SNCA-206,SNCA-207,SNCA-208,SNCA-209,SNCA-210,SNCA-211,SNCA-212,SNCA-213,SNCA-214,SNCA-215,SNCA-216,SNCA-217,SYUA_HUMAN,Synuclein alpha,U46897,U46898,U46899,U46901,UPI000002B492,UPI000002B493,UPI000003173B,UPI0000413151,UPI0000E5AC29,UPI0003F47AD8,XM_011532203,XM_011532203.1,XM_011532204,XM_011532204.3,XM_011532205,XM_011532205.2,XM_011532206,XM_011532206.1,XM_011532207,XM_011532207.1,XM_011532208,XM_011532208.2,XM_017008562,XM_017008562.1,XM_017008563,XM_017008563.1,XP_011530505,XP_011530505.1,XP_011530506,XP_011530506.1,XP_011530507,XP_011530507.1,XP_011530508,XP_011530508.1,XP_011530509,XP_011530509.1,XP_011530510,XP_011530510.1,XP_016864051,XP_016864051.1,XP_016864052,XP_016864052.1,alpha-synuclein,hsa:6622,non A4 component of amyloid precursor,synuclein alpha,uc003hso.3,uc003hsr.4,α-synuclein
SNCG	9606.ENSP00000361087	Gamma-synuclein; Plays a role in neurofilament network integrity. May be involved in modulating axonal architecture during development and in the adult. In vitro, increases the susceptibility of neurofilament-H to calcium-dependent proteases (By similarity). May also function in modulating the keratin network in skin. Activates the MAPK and Elk-1 signal transduction pathway (By similarity); Belongs to the synuclein family.	https://smart.embl.de/smart/DDvec.cgi?smart=127:Pfam_Synuclein(1|126)+	6623,AAB64109.1,AAC27738.1,AAC36550.1,AAC36586.1,AAH14098.1,AAL05870.1,AC025268,AF010126,AF017256,AF037207,AF044311,AF411524,AK223367,AK312141,BAD97087.1,BAG35077.1,BC014098,BCSG1,Breast cancer-specific gene 1 protein,CAB001452,CAB040581,CAG46587.1,CAG46589.1,CCDS7380,CCDS7380.1,CCDS81483,CCDS81483.1,CH471142,CR541788,CR541790,EAW80316.1,EAW80317.1,ENSG00000173267,ENSP00000309453,ENSP00000344658,ENSP00000361086,ENSP00000361087,ENSP00000388678,ENST00000310582,ENST00000345969,ENST00000348795,ENST00000348795.8,ENST00000372016,ENST00000372017,ENST00000372017.3,ENST00000454888,ENST00000465679,ENST00000465679.5,ENST00000483064,ENST00000483064.1,F8W754,Gamma-synuclein,HGNC:11141,HPA014404,NM_001330120,NM_001330120.1,NM_001330120.2,NM_003087,NM_003087.2,NM_003087.3,NP_001317049,NP_001317049.1,NP_003078,NP_003078.2,NX_O76070,O15104,O76070,OMIM:602998,OTTHUMG00000018656,PERSYN,PRSN,Persyn,Q6FHG5,Q96P61,SNCG,SNCG-201,SNCG-202,SNCG-203,SNCG-204,SR,SYUG_HUMAN,Synoretin,Synuclein gamma,UPI0000169F48,UPI000059D195,XM_024448137,XM_024448137.1,XP_024303905,XP_024303905.1,breast cancer-specific gene 1,hsa:6623,persyn,synoretin,synuclein gamma,uc001keb.3,ɣ-synuclein
SST	9606.ENSP00000287641	Somatostatin-14; [Somatostatin-14]: Inhibits the secretion of pituitary hormones, including that of growth hormone/somatotropin (GH1), PRL, ACTH, luteinizing hormone (LH) and TSH. Also impairs ghrelin- and GnRH- stimulated secretion of GH1 and LH; the inhibition of ghrelin- stimulated secretion of GH1 can be further increased by neuronostatin.	https://smart.embl.de/smart/DDvec.cgi?smart=116:SIGNAL(1|24)+Pfam_Somatostatin(99|116)+	1P2W,2MI1,6750,AAA60566.1,AAH32625.1,AK312177,B2R5G3,BAG35110.1,BC032625,CAB000075,CAB034105,CCDS3288,CCDS3288.1,CH471052,CHEMBL1795130,EAW78145.1,ENSG00000157005,ENSP00000287641,ENST00000287641,ENST00000287641.3,Growth hormone release-inhibiting factor,HGNC:11329,HPA019472,J00306,NM_001048,NM_001048.3,NM_001048.4,NP_001039,NP_001039.1,NST,NX_P61278,Neuronostatin,OMIM:182450,OTTHUMG00000156462,P01166,P61278,R-HSA-162582,R-HSA-212436,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-418594,R-HSA-500792,R-HSA-73857,R-HSA-74160,R-HSA-8986944,R-HSA-9022702,SMST,SMS_HUMAN,SST,SST-14,SST-201,Somatostatin,Somatostatin-14,Somatostatin-28,UPI0000135AE3,hsa:6750,prepro-somatostatin,somatostatin,somatostatin-14,somatostatin-28,uc003frn.4
STMN2	9606.ENSP00000429243	Stathmin-2; Regulator of microtubule stability. When phosphorylated by MAPK8, stabilizes microtubules and consequently controls neurite length in cortical neurons. In the developing brain, negatively regulates the rate of exit from multipolar stage and retards radial migration from the ventricular zone (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=187:Pfam_Stathmin(39|176)+	11075,A8K9M2,AAB36428.1,AAH06302.1,AAV38837.1,AC016240,AC025599,AK292737,BAA23326.1,BAF85426.1,BC006302,BQ069488,BT020034,CAG33114.1,CCDS43748,CCDS43748.1,CCDS56542,CCDS56542.1,CH471068,CR456833,D50375,E5RGX5,EAW87064.1,EAW87065.1,ENSG00000104435,ENSP00000220876,ENSP00000392910,ENSP00000429243,ENSP00000430102,ENST00000220876,ENST00000220876.11,ENST00000414622,ENST00000518111,ENST00000518111.5,ENST00000518491,ENST00000518491.1,G3V110,HGNC:10577,HPA026922,NM_001199214,NM_001199214.1,NM_001199214.2,NM_007029,NM_007029.3,NM_007029.4,NP_001186143,NP_001186143.1,NP_008960,NP_008960.2,NX_Q93045,O14952,OMIM:600621,OTTHUMG00000164610,Protein SCG10,Q6PK68,Q93045,S82024,SCG10,SCGN10,STMN2,STMN2-201,STMN2-202,STMN2-203,STMN2_HUMAN,Stathmin 2,Stathmin-2,Superior cervical ganglion-10 protein,UPI0000000C77,UPI0000047D79,UPI0000E21B31,XM_005251142,XM_005251142.2,XP_005251199,XP_005251199.1,hsa:11075,stathmin 2,stathmin-like 2,uc003ybj.3
STYK1	9606.ENSP00000075503	Tyrosine-protein kinase STYK1; Probable tyrosine protein-kinase, which has strong transforming capabilities on a variety of cell lines. When overexpressed, it can also induce tumor cell invasion as well as metastasis in distant organs. May act by activating both MAP kinase and phosphatidylinositol 3'-kinases (PI3K) pathways (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=422:TRANS(26|48)+Pfam_Pkinase_Tyr(114|380)+	2.7.10.2,55359,AAH93822.1,AAH93824.1,AAK34949.1,AAT01226.1,AC021049,AF251059,AK313906,AL353940,AY563054,B2R9T2,BAG36629.1,BC093822,BC093824,CAB89250.1,CCDS8629,CCDS8629.1,CH471094,DKFZp761P1010,EAW96200.1,EC 2.7.10.2,ENSG00000060140,ENSP00000075503,ENSP00000443760,ENSP00000444488,ENSP00000444942,ENSP00000445391,ENSP00000446241,ENST00000075503,ENST00000075503.7,ENST00000535345,ENST00000535345.5,ENST00000538867,ENST00000538867.5,ENST00000541561,ENST00000541561.1,ENST00000542562,ENST00000542562.5,ENST00000542924,ENST00000542924.1,F5GZF6,F5H2I9,F5H366,F5H4G3,H0YGL5,HGNC:18889,HPA040468,HPA048569,NM_018423,NM_018423.2,NM_018423.3,NOK,NP_060893,NP_060893.2,NX_Q6J9G0,Novel oncogene with kinase domain,OMIM:611433,OTTHUMG00000168408,Protein PK-unique,Q52LR3,Q6J9G0,Q9BXY2,Q9NSH1,STYK1,STYK1-201,STYK1-202,STYK1-203,STYK1-204,STYK1-205,STYK1-206,STYK1_HUMAN,Serine/threonine/tyrosine kinase 1,SuRTK106,Tyrosine-protein kinase STYK1,UPI000013C57C,UPI000204A97B,UPI000204A97C,UPI000204A97D,UPI000204A97E,UPI0003F47C51,URS0000E99BBF,URS0000E9B54E,URS0000EB8849,XM_005253417,XM_005253417.2,XM_011520736,XM_011520736.1,XM_011520737,XM_011520737.2,XM_011520738,XM_011520738.2,XM_017019579,XM_017019579.1,XP_005253474,XP_005253474.1,XP_011519038,XP_011519038.1,XP_011519039,XP_011519039.1,XP_011519040,XP_011519040.1,XP_016875068,XP_016875068.1,hsa:55359,serine/threonine/tyrosine kinase 1,uc001qys.2
SV2B	9606.ENSP00000377779	Synaptic vesicle glycoprotein 2B; Probably plays a role in the control of regulated secretion in neural and endocrine cells.	https://smart.embl.de/smart/DDvec.cgi?smart=683:Pfam_MFS_1(110|432)+Pfam_Pentapeptide_4(452|527)+Pfam_MFS_1(519|681)+	9899,AAH30011.1,AB018278,AC123784,AC127520,ACS13737.1,AK294902,B4DH30,BAA34455.2,BAG57991.1,BC030011,C6G489,CAG33367.1,CCDS10370,CCDS10370.1,CCDS53972,CCDS53972.1,CH471101,CR457086,EAX02143.1,ENSG00000185518,ENSP00000332323,ENSP00000332818,ENSP00000377779,ENSP00000443243,ENSP00000450992,ENST00000329558,ENST00000330276,ENST00000330276.4,ENST00000394232,ENST00000394232.5,ENST00000545111,ENST00000545111.6,ENST00000553727,ENST00000553727.1,ENST00000557291,ENST00000557291.1,ENST00000557410,ENST00000557410.5,FJ515843,HGNC:16874,HPA046247,HsT19680,KIAA0735,NM_001167580,NM_001167580.2,NM_001167580.3,NM_001323031,NM_001323031.2,NM_001323032,NM_001323032.2,NM_001323032.3,NM_001323033,NM_001323033.3,NM_001323034,NM_001323034.3,NM_001323036,NM_001323036.3,NM_001323037,NM_001323037.2,NM_001323037.3,NM_001323038,NM_001323038.2,NM_001323038.3,NM_001323039,NM_001323039.2,NM_001323039.3,NM_001323040,NM_001323040.2,NM_001323040.3,NM_014848,NM_014848.6,NM_014848.7,NP_001161052,NP_001161052.1,NP_001309960,NP_001309960.1,NP_001309961,NP_001309961.1,NP_001309962,NP_001309962.1,NP_001309963,NP_001309963.1,NP_001309965,NP_001309965.1,NP_001309966,NP_001309966.1,NP_001309967,NP_001309967.1,NP_001309968,NP_001309968.1,NP_001309969,NP_001309969.1,NP_055663,NP_055663.1,NX_Q7L1I2,O94840,OMIM:185861,OTTHUMG00000149833,Q6IAR8,Q7L1I2,R-HSA-1643685,R-HSA-168799,R-HSA-5250955,R-HSA-5250968,R-HSA-5250981,R-HSA-5250992,R-HSA-5339562,R-HSA-5663205,SV2B,SV2B-201,SV2B-202,SV2B-203,SV2B-204,SV2B-205,SV2B-206,SV2B_HUMAN,Synaptic vesicle glycoprotein 2B,UPI000006FCF1,UPI00017A6FCD,XM_005254998,XM_005254998.3,XM_017022761,XM_017022761.1,XM_017022762,XM_017022762.1,XP_005255055,XP_005255055.1,XP_016878250,XP_016878250.1,XP_016878251,XP_016878251.1,hsa:9899,synaptic vesicle glycoprotein 2B,uc010uqv.3,uc059nkh.1
SYN2	9606.ENSP00000480050	Synapsin-2; Neuronal phosphoprotein that coats synaptic vesicles, binds to the cytoskeleton, and is believed to function in the regulation of neurotransmitter release. May play a role in noradrenaline secretion by sympathetic neurons (By similarity); Belongs to the synapsin family.	https://smart.embl.de/smart/DDvec.cgi?smart=582:Pfam_Synapsin_N(2|33)+Pfam_Synapsin(111|212)+Pfam_Synapsin_C(214|416)+	6854,A0A087WW91,A0A087WW96,A0A087X2E3,A8MY98,AAC28368.1,AAC33789.1,AAC50718.1,ABBA01025208,AC022234,AC026166,AC091492,AF077671,AF077737,CAB079005,CCDS74900,CCDS74900.1,CCDS74901,CCDS74901.1,ENSG00000157152,ENSP00000295987,ENSP00000323486,ENSP00000331642,ENSP00000339855,ENSP00000342993,ENSP00000382505,ENSP00000400631,ENSP00000422811,ENSP00000425611,ENSP00000442512,ENSP00000480038,ENSP00000480050,ENSP00000484916,ENST00000295987,ENST00000315346,ENST00000328430,ENST00000338328,ENST00000341648,ENST00000399596,ENST00000424884,ENST00000424884.1,ENST00000425297,ENST00000425297.2,ENST00000426379,ENST00000432424,ENST00000439861,ENST00000439861.5,ENST00000447752,ENST00000447752.2,ENST00000449650,ENST00000540660,ENST00000620175,ENST00000620175.4,ENST00000621198,ENST00000621198.4,HGNC:11495,HPA037012,NM_003178,NM_003178.5,NM_133625,NM_133625.4,NM_133625.6,NP_003169,NP_003169.2,NP_598328,NP_598328.1,NX_Q92777,OMIM:600755,OTTHUMG00000155335,Q92777,R-HSA-112310,R-HSA-112315,R-HSA-112316,R-HSA-181429,R-HSA-212676,SYN2,SYN2-201,SYN2-202,SYN2-203,SYN2-204,SYN2-205,SYN2-206,SYN2_HUMAN,SYNII,SYNIIa,SYNIIb,Synapsin,Synapsin II,Synapsin-2,U40215,UPI000015FFA8,UPI0000167B8A,UPI0004620CDA,XM_006713311,XM_006713311.3,XM_006713312,XM_006713312.4,XM_006713313,XM_006713313.2,XP_006713374,XP_006713374.1,XP_006713375,XP_006713375.1,XP_006713376,XP_006713376.1,XR_001740240,XR_001740240.1,hsa:6854,synapsin II,uc032rek.2
SYNGR3	9606.ENSP00000248121	Synaptogyrin-3; May play a role in regulated exocytosis. May indirectly regulate the activity of the plasma membrane dopamine transporter SLC6A3 and thereby regulate dopamine transport back from the synaptic cleft into the presynaptic terminal; Belongs to the synaptogyrin family.	https://smart.embl.de/smart/DDvec.cgi?smart=229:Pfam_MARVEL(20|166)+	9143,AAH09568.1,AAH14087.1,AC005606,AJ002309,AK313894,B2R9S0,BAG36617.1,BC009568,BC014087,CAA05326.2,CAB034278,CCDS10456,CCDS10456.1,CH471112,EAW85577.1,ENSG00000127561,ENSP00000248121,ENSP00000301722,ENSP00000325171,ENSP00000454756,ENSP00000455140,ENSP00000455344,ENSP00000455577,ENSP00000481324,ENST00000248121,ENST00000248121.6,ENST00000301722,ENST00000320633,ENST00000562045,ENST00000562045.1,ENST00000562088,ENST00000563869,ENST00000563869.1,ENST00000564642,ENST00000564642.1,ENST00000568896,ENST00000568896.1,ENST00000618464,ENST00000618464.1,H3BNA6,H3BPJ5,H3BQ28,HGNC:11501,HPA042842,NM_004209,NM_004209.5,NM_004209.6,NP_004200,NP_004200.2,NX_O43761,O43761,OMIM:603927,OTTHUMG00000128711,Q96L30,SNG3_HUMAN,SYNGR3,SYNGR3-201,SYNGR3-202,SYNGR3-203,SYNGR3-204,SYNGR3-205,SYNGR3-206,Synaptogyrin 3,Synaptogyrin-3,UPI000006D8A4,UPI0000135B32,UPI0002466CDA,UPI0003F47AE1,UPI0003F48101,hsa:9143,synaptogyrin 3,uc002cod.3
SYNPR	9606.ENSP00000418994	Synaptoporin; Intrinsic membrane protein of small synaptic vesicles. Probable vesicular channel protein (By similarity); Belongs to the synaptophysin/synaptobrevin family.	https://smart.embl.de/smart/DDvec.cgi?smart=285:Pfam_MARVEL(15|216)+	132204,AAH22518.1,AAN03681.2,AC099056,AC099545,AC104436,AF411860,AK122831,AK312465,AL834457,B2R675,B3KVD8,BAG35372.1,BAG53750.1,BC022518,C9J0A2,C9J976,CAD39117.1,CCDS46859,CCDS46859.1,CCDS46860,CCDS46860.1,CH471055,CR936762,EAW65413.1,EAW65414.1,ENSG00000163630,ENSP00000295894,ENSP00000402121,ENSP00000418123,ENSP00000418701,ENSP00000418929,ENSP00000418994,ENSP00000419441,ENSP00000420383,ENSP00000420623,ENST00000295894,ENST00000295894.9,ENST00000450542,ENST00000450542.6,ENST00000460142,ENST00000460142.6,ENST00000460711,ENST00000460711.5,ENST00000465156,ENST00000465156.1,ENST00000467934,ENST00000467934.5,ENST00000468110,ENST00000468110.5,ENST00000472899,ENST00000472899.5,ENST00000478300,ENST00000478300.5,ENST00000478456,ENST00000478456.5,ENST00000478744,ENST00000478744.1,ENST00000479198,ENST00000479198.5,ENST00000493532,ENST00000493532.5,ENST00000496889,ENST00000496889.5,ENST00000498449,ENST00000498449.5,F8WDB8,F8WDF9,F8WE43,F8WF23,G5E9W4,HGNC:16507,HPA051368,HPA061671,KF457642,MGC26651,NM_001130003,NM_001130003.1,NM_001130003.2,NM_144642,NM_144642.4,NM_144642.5,NP_001123475,NP_001123475.1,NP_653243,NP_653243.1,NX_Q8TBG9,OTTHUMG00000158699,Q8TBG9,SPO,SYNPR,SYNPR-201,SYNPR-202,SYNPR-203,SYNPR-204,SYNPR-205,SYNPR-206,SYNPR-207,SYNPR-208,SYNPR-209,SYNPR-210,SYNPR-211,SYNPR-212,SYNPR-213,SYNPR-214,SYNPR-215,SYNPR_HUMAN,Synaptoporin,UPI0000073C62,UPI00005796D8,UPI00005A7A8C,UPI0001B7951C,UPI0001B7951D,UPI0001B7951E,UPI0001B7951F,UPI0001B79520,UPI0001B79521,URS00008C0A85,URS00008C18BA,URS00008C40E8,XM_017005732,XM_017005732.2,XP_016861221,XP_016861221.1,hsa:132204,synaptoporin,uc003dlp.4
